O*NET-SOC Code,Title,Description,TopSkills,SkillImportance,SoftwareTools,HotTechFlags
11-9051.00,Food Service Managers,"Plan, direct, or coordinate activities of an organization or department that serves food and beverages.",Active Listening|Speaking|Monitoring|Reading Comprehension|Critical Thinking|Active Learning|Learning Strategies|Writing|Mathematics|Science,3.88|3.88|3.88|3.75|3.62|3.12|3.12|3.0|2.88|1.62,Delphi Technology|iMagic Restaurant Reservation|Aestiva Employee Time Clock|Intuit QuickBooks|Facebook|Microsoft Dynamics|Apache Groovy|Microsoft Word|Oracle Taleo|Food Service Solutions POSitive ID System|espSoftware Employee Schedule Partner|ValuSoft MasterCook|Dinerware Intuitive Restaurant|Google Drive|Culinary Software Services ChefTec,N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N
11-9071.00,Gambling Managers,"Plan, direct, or coordinate gambling operations in a casino. May formulate house rules.",Critical Thinking|Speaking|Monitoring|Active Listening|Writing|Reading Comprehension|Active Learning|Learning Strategies|Mathematics|Science,4.0|3.88|3.88|3.75|3.62|3.5|3.5|3.25|3.12|1.62,Web browser software|Microsoft Excel|Microsoft Office software|Microsoft Word|Human resources management system HRMS|Microsoft PowerPoint|Employee scheduling software|Microsoft Outlook,N|N|Y|Y|Y|Y|Y|N
11-9072.00,"Entertainment and Recreation Managers, Except Gambling","Plan, direct, or coordinate entertainment and recreational activities and operations of a recreational facility, including cruise ships and parks.",Reading Comprehension|Active Listening|Speaking|Critical Thinking|Monitoring|Writing|Active Learning|Learning Strategies|Mathematics|Science,3.88|3.88|3.88|3.75|3.75|3.5|3.25|3.12|2.5|1.0,Blackboard software|Flipgrid|Oracle Database|Adobe Acrobat|Oracle JD Edwards EnterpriseOne|Microsoft Visual Basic|YouTube|SAP Crystal Reports|Intuit QuickBooks|Oracle Business Intelligence Enterprise Edition|Facebook|LogMeIn GoToMeeting|Microsoft Dynamics|Microsoft Word|Oracle Hyperion,Y|N|N|N|Y|Y|N|N|Y|N|N|N|Y|N|N
11-9081.00,Lodging Managers,"Plan, direct, or coordinate activities of an organization or department that provides lodging and other accommodations.",Active Listening|Speaking|Reading Comprehension|Writing|Critical Thinking|Active Learning|Monitoring|Learning Strategies|Mathematics|Science,4.12|4.0|3.88|3.88|3.75|3.75|3.75|3.38|2.62|1.0,RedSky IT Entirety e-Booking|Delphi Technology|Oracle JD Edwards EnterpriseOne|Payroll software|Hotel management system software|Facebook|Microsoft Word|Housekeeping management software|Silverbyte Systems Optima Property Management System PMS|UniResMan|Enablez ResortSuite|Property management system PMS software|iRez Systems Rezware XP7|Email software|Microsoft Access,N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y
11-9111.00,Medical and Health Services Managers,"Plan, direct, or coordinate medical and health services in hospitals, clinics, managed care organizations, public health agencies, or similar organizations.",Speaking|Critical Thinking|Reading Comprehension|Active Listening|Writing|Monitoring|Active Learning|Learning Strategies|Mathematics|Science,4.12|4.12|4.0|4.0|4.0|4.0|3.88|3.25|2.75|2.5,Alteer Office|Blackboard software|API Healthcare ActiveStaffer|PCC EHR|Oracle PeopleSoft|Oracle Taleo|Electronic medical record EMR software|Salesforce software|Yost Engineering ABN Assistant|Social media sites|Teradata Database|Expert Health Data Programming Vitalnet|American Medical Association CodeManager|MEDENT|Microsoft Office software,N|N|Y|N|N|N|Y|Y|N|N|N|Y|N|N|N
11-9121.00,Natural Sciences Managers,"Plan, direct, or coordinate activities in such fields as life sciences, physical sciences, mathematics, statistics, and research and development in these fields.",Science|Reading Comprehension|Active Listening|Critical Thinking|Monitoring|Writing|Speaking|Active Learning|Learning Strategies|Mathematics,4.12|4.0|4.0|4.0|4.0|3.88|3.88|3.5|3.5|3.12,Oracle Database|Adobe Acrobat|Clinical trial management software|Structured query language SQL|Microsoft Word|Adobe Photoshop|Laboratory information management system LIMS|Web browser software|Graphics software|StataCorp Stata|The MathWorks MATLAB|SAP software|SAP Business Objects|IBM SPSS Statistics|SAS,Y|Y|N|Y|N|N|Y|N|N|Y|Y|Y|Y|Y|Y
11-9121.01,Clinical Research Coordinators,"Plan, direct, or coordinate clinical research projects. Direct the activities of workers engaged in clinical research projects to ensure compliance with protocols and overall clinical objectives. May evaluate and analyze clinical data.",Reading Comprehension|Active Listening|Writing|Speaking|Critical Thinking|Monitoring|Active Learning|Learning Strategies|Science|Mathematics,4.0|4.0|4.0|3.88|3.75|3.62|3.38|3.12|3.0|2.88,Invivo Data EPX ePRO Management System|Electronic data capture EDC software|PPD eLoader|Clinical trial management software|Qualitative analysis software|PercipEnz Technologies OnCore-Clinical Research Management OnCore-CRM|Microsoft Word|SyMetric Sciences SyMetric|Drug coding software|TOPAZ Enterprise Software Suite|OpenClinica|Minitab|5AM Glassbox Translational Research|StataCorp Stata|The MathWorks MATLAB,N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N
11-9121.02,Water Resource Specialists,"Design or implement programs and strategies related to water resource issues such as supply, quality, and regulatory compliance issues.",Reading Comprehension|Active Listening|Writing|Speaking|Critical Thinking|Mathematics|Active Learning|Monitoring|Learning Strategies|Science,4.0|4.0|4.0|4.0|4.0|3.25|3.25|3.25|3.12|3.0,ESRI ArcInfo|Google Earth Pro|ESRI ArcGIS Spatial Analyst|ESRI ArcPad|Structured query language SQL|Geographic information system GIS systems|Microsoft Word|Wallingford Software InfoSewer|Laboratory information management system LIMS|MWH Soft H2ONET MSX|Web browser software|Autodesk AutoCAD|DHI MIKE URBAN|Wallingford Software InfoWorks WS|Global positioning system GPS software,Y|N|N|Y|N|N|N|N|N|N|N|N|N|N|N
11-9131.00,Postmasters and Mail Superintendents,"Plan, direct, or coordinate operational, administrative, management, and support services of a U.S. post office; or coordinate activities of workers engaged in postal and related work in assigned post office.",Reading Comprehension|Active Listening|Speaking|Critical Thinking|Monitoring|Learning Strategies|Writing|Active Learning|Mathematics|Science,4.0|4.0|4.0|3.75|3.75|3.38|3.25|3.25|2.75|1.5,Personnel scheduling software|Payroll software|eBuy|Microsoft Word|Web Box Activity Tracing System WebBATS|Web browser software|Postal boundary mapping software|SAP software|Postal tracking software|Email software|Facility database software|Microsoft Excel|Microsoft Office software|Collection Point Management System CPMS|Microsoft Outlook,N|N|N|N|Y|Y|Y|Y|Y|Y|N|N|N|N|N
11-9141.00,"Property, Real Estate, and Community Association Managers","Plan, direct, or coordinate the selling, buying, leasing, or governance activities of commercial, industrial, or residential real estate properties. Includes managers of homeowner and condominium associations, rented or leased housing units, buildings, or land (including rights-of-way).",Reading Comprehension|Speaking|Active Listening|Critical Thinking|Writing|Monitoring|Active Learning|Mathematics|Learning Strategies|Science,4.0|4.0|3.88|3.88|3.75|3.38|3.12|3.0|2.75|1.12,Oracle JD Edwards EnterpriseOne|Microsoft Publisher|YouTube|Yardi Systems Yardi Voyager Residential|SpiritWorks Software Development Rental Property Tracker Plus|Intuit QuickBooks|Domin-8 Enterprise Solutions Tenant Pro|Facebook|Microsoft Dynamics|LandlordMax|Microsoft Word|Qualitica RentBoss|iRealty Manager|Yardi Systems Yardi Voyager Commercial|Sage 50 Accounting,N|N|N|N|N|N|Y|N|Y|Y|N|Y|N|N|N
11-9151.00,Social and Community Service Managers,"Plan, direct, or coordinate the activities of a social service program or community outreach organization. Oversee the program or organization's budget and policies regarding participant involvement, program requirements, and benefits. Work may involve directing social workers, counselors, or probation officers.",Active Listening|Critical Thinking|Active Learning|Monitoring|Reading Comprehension|Writing|Speaking|Learning Strategies|Mathematics|Science,3.88|3.88|3.88|3.88|3.75|3.75|3.75|3.62|2.62|2.25,Financial accounting software|Microsoft Publisher|Microsoft Dynamics|Microsoft Word|Client information databases|Web browser software|Microsoft Access|PointClickCare healthcare software|Microsoft Visual FoxPro|Microsoft Excel|Microsoft Office software|IBM Lotus 1-2-3|Microsoft Outlook|Healthcare common procedure coding system HCPCS|Oracle Reports,N|N|N|N|N|N|N|N|Y|N|Y|Y|Y|Y|Y
11-9161.00,Emergency Management Directors,"Plan and direct disaster response or crisis management activities, provide disaster preparedness training, and prepare emergency plans and procedures for natural (e.g., hurricanes, floods, earthquakes), wartime, or technological (e.g., nuclear power plant emergencies or hazardous materials spills) disasters or hostage situations.",Speaking|Reading Comprehension|Active Listening|Writing|Critical Thinking|Monitoring|Learning Strategies|Active Learning|Mathematics|Science,4.12|4.0|4.0|4.0|4.0|4.0|3.88|3.75|3.0|1.88,IBM Lotus Notes|Alert Technologies OpsCenter|SoftRisk Technologies SoftRisk SQL|Microsoft Word|McAfee|Emergency Services Integrators ESi WebEOC|Web browser software|Graphics software|Emergency Managers Weather Information Network EMWIN|Sungard Assurance|National Center for Crisis and Continuity Coordination NC4 E Team|Statistical software|Microsoft Excel|ESRI ArcGIS software|Microsoft Office software,N|N|N|N|Y|N|N|N|N|N|N|Y|Y|Y|Y
11-9171.00,Funeral Home Managers,"Plan, direct, or coordinate the services or resources of funeral homes. Includes activities such as determining prices for services or merchandise and managing the facilities of funeral homes.",Active Listening|Reading Comprehension|Speaking|Critical Thinking|Monitoring|Writing|Active Learning|Learning Strategies|Mathematics|Science,3.88|3.62|3.5|3.5|3.38|3.12|2.88|2.88|2.62|1.5,Email software|CSR Consultants Cemetery Management SC|Web browser software|FPA Software MACCS|Twin Tiers Technologies CIMS|CodeJam MemoriesOnTV|HMIS Advantage|iCIMS Talent Cloud software|Microsoft Excel|Microsoft Office software|Microsoft Word|funeralOne Life Tributes|Mortware Professional|Twin Tiers Technologies MIMS|Microsoft PowerPoint,N|N|N|N|N|N|N|N|Y|Y|Y|Y|Y|N|N
11-9179.00,"Personal Service Managers, All Other",All personal service managers not listed separately.,,,,
11-9179.01,Fitness and Wellness Coordinators,"Manage or coordinate fitness and wellness programs and services. Manage and train staff of wellness specialists, health educators, or fitness instructors.",Speaking|Active Listening|Reading Comprehension|Critical Thinking|Writing|Active Learning|Learning Strategies|Monitoring|Mathematics|Science,3.88|3.75|3.62|3.62|3.5|3.38|3.38|3.38|2.12|1.75,Email software|MicroFit HealthWizard|Web browser software|Adobe Acrobat|Microsoft Publisher|Payroll software|Google Workspace software|Microsoft Excel|Microsoft Office software|Microsoft Windows|Airtable|Microsoft Word|Oracle HRIS|Work scheduling software|Microsoft PowerPoint,Y|N|N|Y|N|Y|Y|Y|Y|N|Y|Y|N|N|N
11-9179.02,Spa Managers,"Plan, direct, or coordinate activities of a spa facility. Coordinate programs, schedule and direct staff, and oversee financial activities.",Speaking|Monitoring|Active Listening|Critical Thinking|Active Learning|Reading Comprehension|Learning Strategies|Writing|Mathematics|Science,4.0|4.0|3.88|3.88|3.62|3.38|3.38|3.0|3.0|1.0,YouTube|Floydware Rosy|ProSolutions Software Transcend|Facebook|ClienTrak!|Bizlink Salon Manager|Microsoft Word|Oracle Taleo|intelligenz Solutions intelliSpa|Elite Software Elite Salon & Spa Management|Web browser software|Booker Software SpaBooker|ManageMySpa|SpaGuru|Neill Technologies SpaBiz,N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N
11-9199.00,"Managers, All Other",All managers not listed separately.,,,,
11-9199.01,Regulatory Affairs Managers,"Plan, direct, or coordinate production activities of an organization to ensure compliance with regulations and standard operating procedures.",Writing|Reading Comprehension|Active Listening|Speaking|Critical Thinking|Monitoring|Active Learning|Learning Strategies|Mathematics|Science,4.25|4.12|4.0|4.0|3.88|3.62|3.5|3.0|2.38|2.38,Adobe Acrobat|MasterControl software|Electronic common technical document eCTD viewing software|DoubleBridge ROSETTA Sceptre|Tableau|Electronic document management system EDMS|Structured query language SQL|Extedo PLmanager|Datafarm eCTDViewer|Analyse-it|Microsoft Word|GlobalSubmit REVIEW|Image Solutions ISIPublisher|Lorenz DocuBridge|Samarind RMS,N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N
11-9199.02,Compliance Managers,"Plan, direct, or coordinate activities of an organization to ensure compliance with ethical or regulatory standards.",Reading Comprehension|Critical Thinking|Active Listening|Writing|Speaking|Active Learning|Monitoring|Learning Strategies|Mathematics|Science,4.0|4.0|3.88|3.88|3.88|3.75|3.75|3.25|2.12|1.38,"BWise Compliance Management|MediRegs ComplyTrack|AssurX Financial Services Compliance Management System|MetricStream Compliance Management|Modulo Risk Manager|Adobe Acrobat|Oracle Enterprise Governance, Risk, and Compliance Manager|Actimize Brokerage Compliance Solutions|ARC Logics Sword|Data analysis software|Methodware ERA|Mozilla Firefox|Oracle Insurance Compliance Tracker|Archer Compliance Management|Horwath Software Magique",N|N|Y|N|N|Y|N|N|N|N|N|N|N|N|N
11-9199.08,Loss Prevention Managers,"Plan and direct policies, procedures, or systems to prevent the loss of assets. Determine risk exposure or potential liability, and develop risk control measures.",Reading Comprehension|Active Listening|Speaking|Critical Thinking|Monitoring|Writing|Active Learning|Learning Strategies|Mathematics|Science,4.0|4.0|4.0|3.88|3.88|3.75|3.75|3.25|2.75|1.0,Financial accounting software|IBM Lotus Notes|Structured query language SQL|Microsoft Word|SAP software|Microsoft Access|Reporting software|MICROS XBR Loss Prevention|Enterprise application integration EAI software|MySQL|Google Workspace software|Inventory tracking software|Microsoft Excel|Microsoft Office software|Enabl-u Technologies APIS,N|N|N|Y|N|N|N|Y|Y|Y|Y|Y|Y|Y|Y
11-9199.09,Wind Energy Operations Managers,"Manage wind field operations, including personnel, maintenance activities, financial activities, and planning.",Active Listening|Reading Comprehension|Speaking|Critical Thinking|Monitoring|Writing|Mathematics|Active Learning|Learning Strategies|Science,4.0|3.88|3.88|3.88|3.88|3.75|3.0|3.0|3.0|2.0,IBM Lotus Notes|Local area network LAN software|Wide area network WAN software|Microsoft Word|WebEx WebOffice|Web browser software|Autodesk AutoCAD|Web conferencing software|Oracle Enterprise Asset Management eAM|SAP software|Supervisory control and data acquisition SCADA software|Computerized diagnostic software|Programmable logic controller PLC software|Gensuite|Inventory control software,Y|N|N|N|N|N|N|N|Y|Y|Y|Y|Y|Y|N
11-9199.10,Wind Energy Development Managers,"Lead or manage the development and evaluation of potential wind energy business opportunities, including environmental studies, permitting, and proposals. May also manage construction of projects.",Critical Thinking|Reading Comprehension|Writing|Speaking|Active Listening|Monitoring|Active Learning|Mathematics|Learning Strategies|Science,4.0|3.88|3.88|3.88|3.75|3.5|3.38|3.0|2.75|1.75,Web browser software|Autodesk AutoCAD|Web conferencing software|Microsoft Project|Microsoft Visio|Oracle Primavera Systems|Microsoft Excel|ESRI ArcGIS software|Microsoft Office software|Microsoft Word|SAP software|Microsoft PowerPoint|Microsoft Outlook,Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|N|N
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Plan and direct cleanup and redevelopment of contaminated properties for reuse. Does not include properties sufficiently contaminated to qualify as Superfund sites.,Reading Comprehension|Speaking|Critical Thinking|Monitoring|Active Listening|Writing|Mathematics|Active Learning|Science|Learning Strategies,4.0|4.0|4.0|4.0|3.88|3.88|3.62|3.25|3.0|3.0,Oracle Database|Structure query language SQL|Tableau|MineSight|Microsoft Word|Oracle Hyperion|Maptek Vulcan|Microsoft SQL Server Reporting Services SSRS|Tanium software|Web browser software|Salesforce software|SAP software|SAP Business Objects|Social media sites|Microsoft Access,N|N|Y|N|N|Y|N|Y|Y|Y|Y|Y|Y|Y|Y
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes","Represent and promote artists, performers, and athletes in dealings with current or prospective employers. May handle contract negotiation and other business matters for clients.",Reading Comprehension|Active Listening|Speaking|Critical Thinking|Writing|Active Learning|Monitoring|Learning Strategies|Mathematics|Science,4.0|4.0|4.0|3.75|3.62|3.5|2.88|2.62|2.12|1.62,Financial accounting software|Salesforce Marketing Cloud|Facebook|Microsoft Word|LexisNexis|Zoom|Adobe Photoshop|Statistical analysis software|Web browser software|Salesforce software|Web server software|Tax planning software|Email software|Twitter|Microsoft Excel,Y|Y|N|N|N|Y|N|N|N|Y|Y|Y|Y|Y|N
13-1021.00,"Buyers and Purchasing Agents, Farm Products","Purchase farm products either for further processing or resale. Includes tree farm contractors, grain brokers and market operators, grain buyers, and tobacco buyers. May negotiate contracts.",Active Listening|Critical Thinking|Speaking|Reading Comprehension|Writing|Monitoring|Active Learning|Mathematics|Learning Strategies|Science,3.88|3.88|3.75|3.5|3.25|3.12|3.0|2.88|2.5|1.5,Enterprise resource planning ERP system|IBM Lotus Notes|Oracle Database|Google Angular|Product producer databases|Microsoft Word|Atlassian JIRA|Amazon Web Services AWS software|Web browser software|Salesforce software|SAP software|Microsoft Access|Purchasing software|Microsoft Dynamics GP|Microsoft Excel,Y|Y|N|N|Y|N|N|Y|N|Y|Y|Y|Y|Y|Y
